Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
A2-A0EV,0.53498787,0.42227888,0.68979305,0.6648957,0.394365,0.56567746,0.5594225,0.30047774,0.437391,0.5177182,0.8103556,0.836566,0.16938013,0.44138223,0.6468286,0.7744541,0.596943,0.4201536,0.61214334,0.7092383,0.7501545,0.8648507,0.48710147,0.45341432,0.36254367,0.4854654,0.6311287,0.5099928,0.7556314,0.80884993,0.29751986,0.7223267,0.7550818,0.500851,0.70116127,0.8534858,0.6241269,0.7063598,0.5217352,0.65680915,0.6552807,0.23021737,0.65490365,0.75594985,0.847636,0.6064572,0.5277288,0.7749584,0.18273202,0.39663768,0.40050572,0.62165546,0.689235,0.65701413,0.6428002,0.69833183,0.5473145,0.678897,0.7241487,0.36498058,0.16199772,0.61556494,0.4270434,0.6211328,0.598366,0.3049724,0.44006723,0.3011698,0.81434524,0.5144774,0.46219668,0.8559903,0.69198686,0.63473535,0.27312636,0.33026308,0.51043034,0.2796693,0.66757816,0.7961379,0.7818556,0.5491161,0.46900228,0.67969644,0.24212451,0.12081069,0.34735304,0.5132902,0.5691933,0.62692213,0.34271044,0.8401402,0.65104985,0.4491915,0.66297334,0.39313033,0.7238565,0.43769133,0.5104743,0.46361285
A2-A0EW,0.1618151,0.54361975,0.8410992,0.36140415,0.20858976,0.43012333,0.9444959,0.76079583,0.18772353,0.23882695,0.4912523,0.73935866,0.5955446,0.77845144,0.85283107,0.7446403,0.7536672,0.2150093,0.7288383,0.5981444,0.7700598,0.7285118,0.4902808,0.3810867,0.45825264,0.6564251,0.88821244,0.88856304,0.68685275,0.6856395,0.5160775,0.6336351,0.43646878,0.89234436,0.34115624,0.7404733,0.6193018,0.4881348,0.48936945,0.29691565,0.57931393,0.22197561,0.7007562,0.7266917,0.60514456,0.14839777,0.36075506,0.8326504,0.5282507,0.45466024,0.3698749,0.37461013,0.78434825,0.33233753,0.951772,0.38551256,0.23904744,0.8897695,0.7632346,0.2988897,0.50826275,0.78006065,0.7454064,0.70509225,0.48160976,0.19397856,0.6710838,0.22644642,0.36220527,0.53120506,0.73672277,0.73604935,0.74433297,0.22366366,0.22643264,0.5613448,0.366189,0.6980129,0.86902153,0.4651016,0.7197107,0.60482264,0.26228628,0.39701867,0.69253755,0.5035102,0.80266786,0.59346485,0.5122775,0.18623236,0.63300526,0.4617647,0.73907346,0.3051121,0.23508415,0.6881173,0.29940623,0.43851516,0.5538744,0.7812204
A2-A0EX,0.47688597,0.6324666,0.6049613,0.29545695,0.29261547,0.6191086,0.82008016,0.43964946,0.28007817,0.7349038,0.7512181,0.2860973,0.7163503,0.70070827,0.7373795,0.78878355,0.79247946,0.66659766,0.62293833,0.6138231,0.7584564,0.7084725,0.8072147,0.6825635,0.31367612,0.4804594,0.85154176,0.8081673,0.46732426,0.8363693,0.2875319,0.6777242,0.25293553,0.53332573,0.64072716,0.3787898,0.6922209,0.5250682,0.69305015,0.16427389,0.51264346,0.6654377,0.875752,0.6475218,0.41804034,0.19003724,0.16311318,0.71955013,0.6729934,0.22313562,0.44829768,0.7031458,0.5791152,0.61609364,0.61176395,0.65107894,0.418379,0.4794429,0.28917575,0.35108507,0.5137973,0.82404506,0.6575267,0.8377983,0.42980832,0.27084744,0.26498827,0.4522617,0.6740527,0.59176874,0.33719078,0.52379173,0.5244654,0.49232143,0.38223386,0.45700178,0.27197602,0.7775058,0.7679675,0.5276521,0.26041612,0.7229829,0.45941186,0.3402982,0.7509071,0.4114893,0.6393165,0.43749803,0.6986051,0.35946605,0.70151985,0.44115356,0.48154318,0.3192918,0.26770157,0.32798246,0.58981174,0.45205632,0.64736974,0.48093432
A2-A0ST,0.62283707,0.6745655,0.76902556,0.65186566,0.66479367,0.5594755,0.9034374,0.89967406,0.79719007,0.58214855,0.32656673,0.9330688,0.44296166,0.18585964,0.3982613,0.75487286,0.6749791,0.09986871,0.45183977,0.35679427,0.92036057,0.89179397,0.42021456,0.92759144,0.3941604,0.44338274,0.2231493,0.13056402,0.8204818,0.6200085,0.809867,0.2145474,0.2934046,0.7540206,0.795565,0.091249436,0.2081472,0.18160921,0.67365235,0.322321,0.18869829,0.46287572,0.15443113,0.41255727,0.48759902,0.7452691,0.5512566,0.93905514,0.17278978,0.52474374,0.14040715,0.49771625,0.6854377,0.13148026,0.46378237,0.42126548,0.10064719,0.7743652,0.7197194,0.710109,0.90124995,0.88773745,0.5075895,0.6112979,0.23663805,0.46062604,0.8439261,0.6203668,0.19566995,0.68899,0.29185987,0.3247379,0.8969278,0.7263976,0.33845806,0.45113045,0.60125196,0.2196883,0.3951169,0.819262,0.6929405,0.22862533,0.81632996,0.352768,0.6167158,0.131843,0.48344982,0.8386272,0.1048903,0.55684656,0.58122844,0.4056381,0.4981739,0.8592559,0.82909113,0.88654447,0.18298613,0.83633953,0.20492771,0.78888774
A2-A0SX,0.44115973,0.7954729,0.2737484,0.7125803,0.18874362,0.2850197,0.81894463,0.582216,0.73586583,0.6979159,0.3850828,0.8857019,0.6609013,0.2640785,0.6341171,0.45155856,0.76392156,0.120103106,0.35933253,0.2711084,0.717542,0.733562,0.47051704,0.932481,0.55458045,0.3192583,0.5849265,0.1275002,0.5725534,0.60291255,0.3215166,0.2880245,0.36501786,0.685472,0.35395727,0.17592296,0.3454522,0.8062992,0.6902187,0.21082585,0.7517975,0.6570448,0.16462427,0.38491023,0.55538076,0.46481007,0.80872226,0.91965914,0.6618506,0.5018313,0.2730327,0.39546445,0.6157269,0.19625248,0.1355485,0.4715687,0.28087237,0.58942974,0.52039456,0.62776184,0.80278957,0.8546269,0.23039642,0.6721372,0.19751132,0.5280227,0.76253784,0.48580804,0.30488735,0.3386278,0.4922447,0.25283134,0.77607197,0.41659266,0.5312151,0.4499325,0.90686834,0.2719505,0.3919934,0.7586767,0.90494245,0.44230396,0.7139498,0.31879506,0.6588992,0.5735892,0.5527722,0.9267792,0.39047474,0.678168,0.36840296,0.33152163,0.6996612,0.6678643,0.88815093,0.9438668,0.08622982,0.9177021,0.1752631,0.6823057
A2-A0T0,0.7538891,0.77015775,0.7912014,0.67679584,0.47281507,0.22944364,0.29275382,0.33463153,0.38159806,0.6561048,0.5296323,0.8730968,0.62134606,0.5520837,0.23268053,0.83069235,0.75521874,0.8777857,0.32749182,0.32016087,0.49853128,0.34911272,0.24062386,0.72099656,0.8363215,0.88319737,0.45643896,0.17214146,0.06781303,0.3692627,0.7255953,0.39929426,0.45824382,0.16424137,0.44564837,0.56215256,0.7544122,0.87514144,0.86407137,0.7561151,0.8036762,0.38889492,0.65152806,0.5909476,0.8530233,0.84854174,0.49952978,0.71533513,0.35680836,0.83545375,0.8638897,0.87310004,0.6637486,0.4803998,0.279029,0.7534223,0.56324315,0.4583218,0.3650982,0.8928395,0.82541287,0.1628568,0.5463829,0.6518702,0.6545952,0.76313365,0.20957163,0.773491,0.34571028,0.13569802,0.085393675,0.30006135,0.36475784,0.3927971,0.85846496,0.19320276,0.6694603,0.4457276,0.11725344,0.7757162,0.5098799,0.87520015,0.70987827,0.1581015,0.63624126,0.7737946,0.74308866,0.42129427,0.43751475,0.6807235,0.8746605,0.424181,0.29733995,0.76884234,0.83409315,0.29635012,0.63531977,0.89543587,0.39515316,0.6397093
A2-A0T1,0.39237624,0.7285745,0.7597477,0.24106258,0.89024115,0.58906853,0.33546323,0.40858552,0.27534375,0.1301881,0.23778749,0.6789525,0.37091756,0.8042301,0.7903962,0.6028484,0.7357612,0.8745147,0.23499084,0.31731087,0.39489418,0.8948283,0.46747452,0.8141484,0.19934237,0.922359,0.45568633,0.56629276,0.37017298,0.27205807,0.49240792,0.82290554,0.36551192,0.14042181,0.7639482,0.07777794,0.20724604,0.15832138,0.9399726,0.7048635,0.8487808,0.63475233,0.48603088,0.48712242,0.7581862,0.32678774,0.32482558,0.4500602,0.7209028,0.56435174,0.32527214,0.9397379,0.21494737,0.6309195,0.69165003,0.765537,0.76779413,0.57454675,0.5006771,0.30482984,0.90626967,0.76538247,0.25329673,0.5637146,0.33643585,0.47988433,0.07198504,0.3696226,0.23974459,0.40980977,0.7003359,0.2784099,0.94102764,0.9075377,0.41460243,0.7112597,0.733555,0.49090686,0.09557036,0.23958123,0.6085492,0.3630015,0.90549475,0.6533668,0.71454775,0.13627002,0.66711557,0.90720534,0.53513217,0.46716747,0.90371233,0.3148874,0.18668796,0.26068735,0.72716606,0.6714909,0.8754654,0.7324877,0.49266422,0.8049195
A2-A0T2,0.8273231,0.74485844,0.7959322,0.5993612,0.2763262,0.47519672,0.3042914,0.74655557,0.36035442,0.5255084,0.67352444,0.910812,0.5137819,0.8499267,0.347772,0.35891432,0.8718619,0.9086829,0.26775765,0.48402888,0.5498577,0.38974017,0.3013986,0.6786311,0.7829198,0.9322335,0.40537965,0.4203648,0.10293822,0.23597685,0.62315726,0.32610998,0.13296324,0.2462078,0.71230626,0.61025125,0.7373264,0.81659794,0.88018394,0.8757939,0.34255514,0.56612957,0.41023865,0.45424813,0.88261354,0.8822911,0.41393623,0.8491849,0.13366485,0.5217977,0.8374226,0.8736342,0.5275111,0.46218765,0.182729,0.74893504,0.42235285,0.28728122,0.6206923,0.837235,0.649362,0.32063618,0.58044153,0.65314627,0.5457493,0.5396043,0.23878096,0.4692697,0.29755402,0.29110694,0.28095287,0.28204525,0.39135292,0.22235867,0.8475537,0.37675902,0.6384885,0.22165811,0.22389033,0.9317459,0.15440774,0.8138362,0.8403937,0.10976357,0.6315191,0.366157,0.57988036,0.70945007,0.19517128,0.72965264,0.91425174,0.54341006,0.33591902,0.51711565,0.4268049,0.23344538,0.448374,0.92315435,0.22780204,0.48909038
A2-A0T3,0.68889993,0.76664084,0.45655525,0.3591682,0.17397133,0.68312997,0.64714855,0.63749576,0.7418364,0.8830944,0.6421504,0.7251305,0.47965422,0.532267,0.43006286,0.66145265,0.7203469,0.47943932,0.7206666,0.8103132,0.28197786,0.32965544,0.54584503,0.22251503,0.77221334,0.67363214,0.64157975,0.5821849,0.70128816,0.78908926,0.7705432,0.85465825,0.69417495,0.7196127,0.47605956,0.9348663,0.37609577,0.42851138,0.324343,0.47394967,0.24618572,0.46823823,0.93860126,0.30800352,0.3209465,0.6606474,0.6022967,0.47121376,0.6366247,0.14575537,0.70293736,0.6058659,0.24675512,0.28724125,0.42291933,0.6114899,0.6823885,0.5337276,0.6410767,0.6567486,0.62821406,0.51815,0.84320897,0.82116675,0.29444394,0.6737818,0.6353966,0.64217144,0.622784,0.84415776,0.27895254,0.8409268,0.6408449,0.7395526,0.59399265,0.69127053,0.19432761,0.77856016,0.8562357,0.3750629,0.46155292,0.83664286,0.25527677,0.50845426,0.85533595,0.42931712,0.42367017,0.57245314,0.7568257,0.28343463,0.8834466,0.665465,0.6968447,0.49357307,0.42640194,0.20006895,0.75878584,0.20718084,0.42390043,0.6256808
A2-A0T5,0.688358,0.33179736,0.7348324,0.22974946,0.47774303,0.2949948,0.25837177,0.6416942,0.66829765,0.76729894,0.6352051,0.5315546,0.61239505,0.7889942,0.36898533,0.52355975,0.5088,0.82006156,0.7639742,0.58815944,0.6222738,0.4178213,0.50398934,0.5817566,0.57294756,0.760583,0.71343625,0.65214866,0.3092577,0.85291696,0.47712943,0.42720717,0.24483387,0.70925385,0.57786965,0.30101302,0.8992442,0.48051482,0.8456006,0.6660958,0.5831664,0.7693303,0.8035622,0.71111596,0.21217902,0.17384848,0.13188401,0.55996215,0.84938747,0.8458419,0.57195735,0.5758259,0.43103474,0.6958407,0.4178471,0.23637661,0.89423156,0.26693967,0.5989374,0.80398387,0.24508542,0.8376057,0.5779798,0.21478844,0.8519618,0.7371024,0.26817155,0.452614,0.5665444,0.31371233,0.25971448,0.6671623,0.52698785,0.6371591,0.56320673,0.5796032,0.7081073,0.72550386,0.65354145,0.84482276,0.19097963,0.8924506,0.34056258,0.6198553,0.5475317,0.44406998,0.8329082,0.65839654,0.32330942,0.27657014,0.6804513,0.7678546,0.2898573,0.3814773,0.32748613,0.21893346,0.23953047,0.8508397,0.7398332,0.2892298
A2-A0T6,0.4573896,0.42622316,0.83647144,0.52968556,0.47428632,0.22351512,0.8605708,0.2710901,0.11058974,0.3405871,0.7326086,0.58605015,0.43666804,0.6810303,0.9328507,0.54095834,0.8186791,0.12119058,0.6902402,0.4863857,0.77498555,0.8525564,0.8261244,0.56704354,0.38611487,0.28999862,0.7432797,0.8522443,0.6409963,0.7231304,0.22969937,0.44447595,0.27671516,0.8005221,0.38575882,0.33528194,0.7464679,0.860356,0.7999937,0.1917552,0.8509459,0.21421751,0.6761861,0.76833564,0.7024571,0.1217702,0.17945623,0.66748655,0.6413595,0.67152417,0.56758267,0.62238944,0.5281967,0.6926314,0.69009566,0.4967317,0.6053466,0.90701044,0.6719437,0.28895944,0.3174131,0.85826737,0.48195338,0.38892782,0.35401773,0.18757252,0.4891057,0.3008315,0.56275004,0.29063863,0.6857024,0.7423695,0.5809457,0.31409776,0.14974238,0.5692406,0.6198223,0.48928493,0.782043,0.543689,0.88403076,0.79744095,0.41852435,0.7259245,0.5380383,0.37162706,0.43192717,0.5934874,0.54253054,0.2870556,0.40642902,0.32806486,0.7850854,0.39898092,0.34189445,0.8212465,0.41809526,0.4216438,0.70258844,0.5713849
A2-A0T7,0.5424911,0.51961786,0.5798296,0.3961578,0.16306399,0.30502287,0.5949525,0.42780873,0.1773102,0.41833395,0.5194386,0.5301765,0.6932474,0.5389579,0.6389319,0.6425443,0.5852642,0.5421842,0.7132078,0.5181547,0.5031869,0.44502816,0.62911284,0.8112849,0.7485571,0.7000776,0.8322245,0.6718234,0.7873062,0.6450969,0.18298848,0.66228473,0.26102856,0.66535383,0.34980375,0.57093835,0.7999182,0.7700612,0.677397,0.7786386,0.60309696,0.2918046,0.7874203,0.7848139,0.8361529,0.38673088,0.64088464,0.67148864,0.6397562,0.67895114,0.8168724,0.5153591,0.43826562,0.5880581,0.6474739,0.59530246,0.7047986,0.6409079,0.7286443,0.60137886,0.1591822,0.72020924,0.36698243,0.35032862,0.5366424,0.50379455,0.70744056,0.26916012,0.427881,0.21205945,0.33303133,0.8836992,0.9011973,0.6241349,0.31556943,0.3063779,0.64379346,0.45144272,0.48884296,0.7421842,0.34015247,0.8367286,0.3135783,0.73276174,0.6383574,0.3255406,0.74441713,0.7676816,0.55767614,0.39322788,0.7223685,0.6445398,0.712607,0.44444785,0.6323029,0.4548031,0.5235132,0.38082105,0.63952464,0.40487778
A2-A0YC,0.8165622,0.8092504,0.44730818,0.88306034,0.298743,0.8750632,0.5313239,0.437859,0.61488277,0.494581,0.60976005,0.48535743,0.49486402,0.78154904,0.5441476,0.70754755,0.5505689,0.32160324,0.7932116,0.745953,0.66301674,0.63019276,0.55482346,0.5842798,0.35744214,0.3757357,0.4012347,0.71469617,0.70871246,0.81208724,0.35999638,0.75481075,0.7963177,0.6650472,0.9157158,0.76217175,0.72237116,0.4020893,0.32053417,0.19119856,0.3880799,0.29133168,0.5767999,0.5293661,0.18825707,0.50411123,0.26431897,0.39478728,0.72265995,0.15885025,0.22930051,0.30084297,0.35589847,0.65761995,0.4253161,0.4394688,0.52475923,0.41401896,0.72181606,0.74045116,0.29198834,0.78403836,0.69518197,0.7211138,0.6783171,0.32888663,0.6398479,0.36294997,0.7735944,0.8916806,0.6457684,0.60210764,0.4247284,0.79209924,0.7250628,0.7917409,0.20173743,0.43259382,0.801344,0.5273497,0.37277538,0.1271695,0.29898584,0.4294722,0.30247217,0.4693719,0.41629955,0.659536,0.6648081,0.42341572,0.67426157,0.8150189,0.6688492,0.5060847,0.423856,0.5881396,0.53905356,0.27223927,0.6671914,0.1821425
A2-A0YD,0.3427956,0.645959,0.7875998,0.7089956,0.71617025,0.529308,0.5593185,0.6423681,0.15979454,0.58120877,0.6757739,0.6086082,0.36032385,0.7803807,0.7948737,0.52653235,0.84835374,0.19875316,0.74783313,0.40584153,0.91785324,0.90362334,0.3776816,0.75787187,0.37792867,0.18470684,0.6752269,0.5827948,0.6993443,0.7356312,0.14355038,0.6101362,0.6245028,0.4502621,0.520001,0.38459212,0.7369237,0.80742824,0.6259952,0.14505243,0.885223,0.41754404,0.43225682,0.8095599,0.5296695,0.1656139,0.20466611,0.44798586,0.79560715,0.7126758,0.282395,0.4972517,0.5552801,0.84008837,0.3492161,0.620782,0.585603,0.53272444,0.7951069,0.7064234,0.27057523,0.8209938,0.4699773,0.4438556,0.56733435,0.15535784,0.699746,0.25623122,0.804214,0.7325129,0.8661225,0.5960854,0.56691945,0.27424368,0.26685113,0.8088229,0.8600075,0.58016336,0.64781135,0.86545396,0.48346746,0.60086906,0.35175234,0.46800566,0.22520639,0.6677353,0.6701256,0.5097863,0.50274515,0.60140514,0.10548863,0.71816576,0.6159937,0.40116674,0.30606157,0.5783998,0.1103054,0.86055994,0.5472091,0.16819784
A2-A0YE,0.532249,0.75984746,0.4170786,0.8352993,0.34051433,0.42074683,0.6662657,0.7766381,0.39715844,0.46487758,0.59301627,0.8078233,0.5906946,0.6523804,0.424398,0.2512977,0.79473776,0.4612198,0.2933039,0.22687392,0.5927437,0.43806773,0.18019374,0.33565348,0.90411615,0.8743914,0.59605914,0.33582562,0.38861984,0.423585,0.8060945,0.24988285,0.36708644,0.3833872,0.1618608,0.8511444,0.33429623,0.8880768,0.5365758,0.72437483,0.5531955,0.5816562,0.434231,0.6692287,0.9249661,0.63816303,0.81179833,0.5400516,0.085611716,0.30886468,0.86612314,0.7512865,0.67272747,0.2050665,0.42279792,0.8870929,0.46828586,0.34346393,0.46840826,0.91770786,0.6974356,0.16397248,0.14699611,0.14828569,0.4831264,0.5276676,0.74272335,0.6556742,0.4159348,0.23103622,0.8189274,0.22309576,0.4876715,0.1263212,0.87856436,0.87858486,0.8994905,0.40921396,0.14924857,0.8092376,0.45129594,0.6950509,0.690263,0.16580082,0.7251293,0.8558092,0.30935267,0.7822673,0.5718491,0.76702094,0.62913823,0.21250314,0.64047277,0.4597876,0.5711434,0.2438756,0.57070285,0.76467574,0.38977453,0.6866153
A2-A0YF,0.8813433,0.45159608,0.4226757,0.78190124,0.14836161,0.92363703,0.63605523,0.32070735,0.78860235,0.30618906,0.49211478,0.6357633,0.61216515,0.6204263,0.22585106,0.8875296,0.23415807,0.3267013,0.4051293,0.86339164,0.31030184,0.38486066,0.8773804,0.23505323,0.47767913,0.16572046,0.73359346,0.6367689,0.7703116,0.81849295,0.8054071,0.83505774,0.876294,0.8467389,0.7778677,0.855521,0.42483208,0.145933,0.09605621,0.13533264,0.26460642,0.40215656,0.78846145,0.6581232,0.15648347,0.41170552,0.59260327,0.5610935,0.74576735,0.24984942,0.33766335,0.122024104,0.58866084,0.53104407,0.76194406,0.45296988,0.20506461,0.55354446,0.6395724,0.3811769,0.39371762,0.72980136,0.8153563,0.7517756,0.7256187,0.6649137,0.8318919,0.25382024,0.5519234,0.81595874,0.51051676,0.85301685,0.47569233,0.6568581,0.6812439,0.9152049,0.28431767,0.26691467,0.82865405,0.4019572,0.3309854,0.18517387,0.15665811,0.64512104,0.4546014,0.7335713,0.52371883,0.44844002,0.614172,0.4561419,0.9228338,0.749313,0.8695627,0.8455101,0.20853251,0.6649592,0.42742187,0.08979118,0.42437208,0.593179
A2-A0YI,0.4044062,0.1643433,0.91509795,0.6168667,0.84219,0.2952624,0.8175642,0.89674807,0.58911234,0.11606551,0.33758023,0.89452386,0.23074743,0.5206904,0.5764667,0.4482342,0.34003228,0.26086688,0.6081902,0.7801722,0.6436844,0.88813436,0.80624557,0.26097885,0.30579412,0.2943684,0.7783178,0.74599135,0.65766513,0.8909793,0.27600497,0.5060099,0.75066686,0.84808916,0.29400626,0.8084507,0.55840695,0.2477333,0.2872634,0.48921835,0.4185733,0.37341595,0.18942845,0.78963745,0.7297605,0.235122,0.5981555,0.8927102,0.2017546,0.32447532,0.4086742,0.13741632,0.89919496,0.53135026,0.8649397,0.17046444,0.5640098,0.7067486,0.70583564,0.15906954,0.5076898,0.79149306,0.47434765,0.544113,0.87580335,0.5010637,0.46878687,0.102424204,0.45011532,0.6922873,0.7702075,0.8601782,0.87223375,0.5825998,0.14008039,0.2577092,0.4058538,0.42627734,0.744191,0.77976424,0.9080698,0.7146664,0.19297476,0.89035577,0.27377722,0.5411452,0.59706473,0.7522304,0.47676483,0.36441177,0.5327786,0.53577,0.66365904,0.4035889,0.3064413,0.6104332,0.27792126,0.25087517,0.7933456,0.39175314
A2-A0YJ,0.7250483,0.9105803,0.5283381,0.89308155,0.11110964,0.33306748,0.30265206,0.17607667,0.9058566,0.6644098,0.39156425,0.40509698,0.70201397,0.5151684,0.39473608,0.51376736,0.7916296,0.85523456,0.109339364,0.2911833,0.14479841,0.17487478,0.12923728,0.74750274,0.73971766,0.8403689,0.89148474,0.748965,0.25570157,0.32828027,0.7852622,0.49606752,0.24009264,0.28525105,0.13844533,0.7440832,0.53961986,0.9146472,0.86904436,0.7450387,0.6050172,0.37006262,0.68325233,0.17089362,0.8853401,0.8652682,0.80351317,0.32451013,0.5872452,0.14291687,0.8340424,0.81661004,0.83508235,0.2464138,0.07972728,0.8808609,0.497033,0.4361031,0.08608176,0.79823923,0.70448315,0.59733963,0.33513927,0.23462492,0.57671285,0.90321237,0.7460089,0.7581778,0.08838125,0.5467935,0.38882643,0.19112048,0.35287255,0.19425862,0.89599305,0.5119152,0.7222981,0.09574506,0.0849316,0.9205297,0.772397,0.7926332,0.8173887,0.3827417,0.47312587,0.8837343,0.6628467,0.65529644,0.32331645,0.22406137,0.91633767,0.25383964,0.3084454,0.9435868,0.8210931,0.387892,0.507752,0.41612303,0.36630675,0.7804342
A2-A0YL,0.52818525,0.396608,0.70242065,0.2810973,0.24325377,0.17016037,0.9088867,0.6641777,0.23526964,0.6867098,0.6382364,0.49089342,0.54369843,0.68107927,0.5487078,0.6326195,0.7274977,0.18022537,0.8027448,0.5163353,0.8714267,0.67849255,0.7311892,0.39344874,0.72011316,0.43947595,0.8367473,0.8050609,0.5337031,0.7413317,0.5090896,0.6335425,0.4305824,0.89153117,0.28983024,0.6685981,0.4669181,0.8545681,0.6477257,0.28014797,0.7576319,0.18330951,0.76794195,0.67246807,0.45831484,0.09694874,0.19255604,0.5877319,0.5765141,0.6458368,0.50990605,0.42384532,0.6759825,0.47134537,0.6957249,0.40227678,0.73078626,0.76998353,0.7486189,0.51388705,0.2886479,0.7687164,0.5116764,0.5027414,0.4463606,0.5725026,0.73648906,0.2732488,0.32699066,0.61451864,0.54909873,0.80196,0.68980896,0.28679988,0.21841584,0.60932857,0.5911816,0.82075256,0.83042,0.7571071,0.64304745,0.91190094,0.16384946,0.61791575,0.79804087,0.43435442,0.8091991,0.52576876,0.37493673,0.26509562,0.57833374,0.6334452,0.76187575,0.32204106,0.5610173,0.54622597,0.23616496,0.42594847,0.54034954,0.6680247
A2-A0YM,0.84787554,0.72301316,0.18702441,0.84122896,0.08588411,0.14148308,0.82023144,0.2878729,0.8766123,0.860672,0.17222184,0.88775766,0.6001884,0.1324004,0.536346,0.20815821,0.8894153,0.36859852,0.16503009,0.28978634,0.41559488,0.74693656,0.2343462,0.9389888,0.8579986,0.5909536,0.4538327,0.38643456,0.60823756,0.31463867,0.3419375,0.15279707,0.2665321,0.74355745,0.14039215,0.6849464,0.3516278,0.85176855,0.5337685,0.78140944,0.6184287,0.3653378,0.32433698,0.18558848,0.8890063,0.7010695,0.9282745,0.57600236,0.36700124,0.37053525,0.5342181,0.55024034,0.4289197,0.119220145,0.22545972,0.65295553,0.60891724,0.47600403,0.20757891,0.7770784,0.68118715,0.7509606,0.29882362,0.2597471,0.27332023,0.6691083,0.9108707,0.65604705,0.23296484,0.20290521,0.19040117,0.28075463,0.6281657,0.6694579,0.7757499,0.31597817,0.8773301,0.16528851,0.23575506,0.8130142,0.9382852,0.7744264,0.88257885,0.38361597,0.650085,0.7323406,0.43858612,0.9017594,0.27154446,0.28289846,0.54671097,0.22394657,0.48850197,0.6406207,0.8499559,0.71767545,0.268731,0.6743248,0.30498075,0.508613
A2-A0YT,0.7126505,0.34037012,0.36523923,0.26679397,0.19032255,0.4585156,0.38563877,0.55994296,0.6211736,0.59117293,0.548056,0.6343603,0.8411003,0.35002863,0.73643124,0.39289004,0.12770687,0.84054863,0.8569983,0.8148362,0.16317871,0.46601146,0.6798335,0.38194305,0.8256949,0.63057876,0.34220114,0.7917859,0.81365836,0.63666403,0.48488137,0.6666762,0.59562075,0.65016496,0.5435948,0.6187471,0.5864946,0.35623103,0.5049043,0.9576789,0.14540148,0.34351218,0.88878536,0.6748623,0.81128585,0.8064452,0.6703569,0.5108541,0.4472251,0.5952443,0.76836455,0.5012789,0.2423572,0.6406609,0.8211314,0.52784914,0.7278754,0.7970681,0.6841107,0.5957296,0.21391468,0.5253113,0.6497632,0.375296,0.58112514,0.8974893,0.5893186,0.75704104,0.8731822,0.40944502,0.1688065,0.8993554,0.7425744,0.8940859,0.6138067,0.08817538,0.19303098,0.54221916,0.5134038,0.113866776,0.7083421,0.58333796,0.5006708,0.9054996,0.49087676,0.20476753,0.4284013,0.82817113,0.6272329,0.72663,0.74026155,0.75826025,0.19987027,0.6894708,0.8382664,0.2255659,0.8283274,0.18692951,0.55227154,0.26722085
A2-A1FV,0.5460205,0.25838578,0.23780689,0.25951087,0.14258114,0.35095415,0.80398816,0.659067,0.49958113,0.87888587,0.44641513,0.14434215,0.71326035,0.31221005,0.96339965,0.6972736,0.41333896,0.43425953,0.5837915,0.46227238,0.2725727,0.6261168,0.261919,0.09791035,0.21824767,0.39079267,0.7945778,0.9631009,0.67166424,0.4385643,0.76239777,0.38319045,0.71766675,0.9454994,0.13755938,0.8230645,0.70364547,0.9240742,0.31091926,0.23282686,0.24430498,0.32053235,0.84389055,0.66838676,0.39981797,0.19701499,0.7365987,0.34602153,0.631704,0.41258582,0.5352168,0.25727117,0.39306942,0.37125224,0.944692,0.072702065,0.61160696,0.75750333,0.18948197,0.3119806,0.13892394,0.6383339,0.82216954,0.6229664,0.20430854,0.70396787,0.8835434,0.64168733,0.6947656,0.9101411,0.4184543,0.8256213,0.12246762,0.34860274,0.69404215,0.59909594,0.16418871,0.75392693,0.8093294,0.1291886,0.93615067,0.49202195,0.080938555,0.44883075,0.5773991,0.91068006,0.5072366,0.37010267,0.87445927,0.27964097,0.29913118,0.5481645,0.51975363,0.5934957,0.43517113,0.64086825,0.5209781,0.5875865,0.79721963,0.7906556
